,Date,Open,High,Low,Close,Adj Close,Volume,ma7,ma21,ema,26ema,12ema,MACD,momentum,20sd,upper_band,lower_band,RSI,HT_DCPERIOD,HT_DCPHASE,HT_TRENDMODE,ATR,NATR,TRANGE,DEMA,HT_TRENDLINE,KAMA,MIDPOINT,MIDPRICE,SAR,SMA10,T3,TRIMA,WMA,ADX14,ADX20,ADXR,APO,AROONOSC,BOP,CCI3,CCI5,CCI10,CCI14,CMO,DX,MINUS_DI,MINUS_DM,MOM3,MOM5,MOM10,PLUS_DI,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,RSI5,RSI10,RSI14,TRIX,ULTOSC,WILLR,MKTCP,AVBLS,TOUTV,TRFUS,CPTRA,TRVOU,MKPRU,HRATE,DIFF,MIREV,daily_return
881,2013/3/12,48.400002,48.400002,36.650002,44.290001,44.290001,8014901,44.677143,36.55190495,45.38049448,36.14653784,41.57427674,5.427738897,43.290001,6.548212584,49.64833012,23.45547978,72.68291437,38.57965319,168.7606772,1,3.683102551,8.315878228,11.75,43.2212278,29.95659387,44.83847407,39.650001,39.9449995,0.01,42.3720005,40.99083732,32.56358338,37.31610776,40.8789178,41.49795799,38.53323926,6.228013122,57.14285714,-0.349787319,-100,-85.7907043,22.70374613,51.22767826,45.36582874,3.381473103,28.95246409,14.92888521,-2.559997,2.290001,10.040001,30.9790315,15.97385299,17.89085512,29.31387153,0.293138715,1.293138715,129.3138715,56.99515787,69.08830437,72.68291437,1.76060797,62.03634359,-26.26978584,490159579.1,0.170844547,1280750.739,2267.35785,3.04105224,7709790.448,45.01771,25.62113866,4367876.001,135053.13,0.059381281
882,2013/3/13,44.290001,47.299999,43.75,46.919998,46.919998,2298258,45.51999986,37.37428581,46.40683016,36.94457193,42.39669539,5.452123467,45.919998,6.68597552,50.74623685,24.00233477,76.06106039,38.76990261,168.5032374,1,3.673595154,7.829487022,3.549999,44.18250585,30.75154295,45.21807387,40.8900015,39.999999,0.01,43.6140003,42.04147089,33.33520841,38.17905386,38.2005289,39.89911964,37.52732519,6.50070534,50,0.740844434,19.30869464,14.47810604,69.4385244,79.94193734,52.12212078,3.381473103,26.95400882,13.86253627,0.919998,2.739998,12.419998,28.84069161,14.83286349,18.27403084,35.9999942,0.359999942,1.359999942,135.9999942,66.92772498,73.71003082,76.06106039,1.795134108,70.90106066,-11.97802329,509745491.1,0.166147381,1598992.55,2949.158801,3.25984586,2811125.16,46.79999,33.43775723,4367876.001,183128.3609,0.005328218
883,2013/3/14,46.919998,47.990002,46.049999,47.169998,47.169998,1752628,46.258571,38.20380952,46.91560872,37.7020109,43.13104964,5.429038745,46.169998,6.756396683,51.71660289,24.69101616,76.36032475,38.04454842,168.4356275,1,3.549767143,7.52547656,1.940003,45.066361,31.60042512,45.57110774,41.325001,41.009998,0.01,44.7159999,42.96706,34.1477501,39.01023653,35.88765529,38.47317572,36.74577751,6.810064186,42.85714286,0.12886578,73.7073479,59.2675975,81.28958383,84.65241843,52.7206495,5.820298411,25.90180986,12.8723551,-1.230004,0.32,11.019996,29.10326963,14.46337624,18.73946075,30.4840813,0.304840813,1.304840813,130.4840813,67.81109988,74.11873507,76.36032475,1.826173721,70.48848346,-11.92830655,515147644.9,0.144459013,1278859.217,2628.212905,3.760728264,1958836.301,47.27589,44.58090169,4847647.152,221251.1652,-0.004663918
884,2013/3/15,47.169998,47.450001,46.400002,46.950001,46.950001,954285,46.65428543,38.99904767,46.93853691,38.3870472,43.71858062,5.33153342,45.950001,6.66828293,52.33561353,25.66248181,75.4662694,36.762026,168.8377143,1,3.371212276,7.180430679,1.049999,45.82113425,32.53019396,45.84460416,41.325001,41.125,0.01,45.3779998,43.76314769,34.99295845,39.77991401,33.73998694,37.11852899,36.02005467,7.072948808,35.71428571,-0.209521152,39.86834286,43.59414804,66.34198058,75.50575901,50.9325388,5.820298411,25.32556793,11.95290117,2.66,0.950001,6.619999,28.45580428,13.43027794,19.0566496,16.41457642,0.164145764,1.164145764,116.4145764,65.87560354,73.00897381,75.4662694,1.852589598,68.54662378,-13.4796084,515066888.8,0.159684462,4072067.006,2961.742531,3.392085369,862012.7766,47.25005,40.96623399,4847647.152,203742.2156,0.001064941
885,2013/3/16,46.950001,47.360001,46.27,47,47,764861,46.67571429,39.81809533,46.9795123,39.0250437,44.22341437,5.198370667,46,6.470651306,52.75939795,26.87679272,75.53637403,35.24040423,170.1036524,1,3.208268613,6.826103432,1.090001,46.4926011,33.62431947,46.05373145,41.450001,41.1999985,0.01,45.9759998,44.4343549,35.85200014,40.50389251,31.70426237,35.80782894,35.32543861,7.2059615,28.57142857,0.0458706,-75.75821243,50.74970546,55.64081536,70.59284275,51.07274807,5.23984296,25.00041047,11.22912451,0.080002,-1.400002,5.98,27.76524812,12.47097237,19.01984659,14.57825451,0.145782545,1.145782545,114.5782545,66.15007917,73.11064175,75.53637403,1.873927546,66.3728918,-13.29112742,513747505.3,0.12028815,3481094.35,1787.679895,4.821958292,933449.0692,47.11,42.41210107,4847647.152,209027.07,0.008510681
886,2013/3/17,47,47.740002,46.799999,47.400002,47.400002,660618,46.87571457,40.651905,47.25983877,39.64541099,44.71212016,5.066709175,46.400002,6.21108626,53.07407752,28.22973248,76.12417069,33.83219161,172.8689419,1,3.046249641,6.426686735,0.940003,47.13228212,34.71262105,46.30476104,42.275002,41.1999985,0.01,46.516,45.00438259,36.73550016,41.21113995,29.92883665,34.62044738,35.10559498,7.103589628,-7.142857143,0.425532684,100,93.83202498,71.69037168,71.59098462,52.24834138,6.84830226,24.44937082,10.42704419,0.230004,3.110001,5.400002,28.04429578,11.96018963,18.41353995,12.85714762,0.128571476,1.128571476,112.8571476,68.67012446,73.98180618,76.12417069,1.890352595,68.91736917,-10.75946904,517607733.7,0.075820895,990629.7085,1471.50932,7.090456077,674530.1749,47.4419,48.91850294,4847647.152,242238.3414,0.088607507
887,2013/3/18,47.400002,52.880001,47.119999,51.599998,51.599998,3199314,47.33285686,41.66142871,50.15327826,40.53093595,45.77179367,5.240857725,50.599998,6.154019696,53.96946811,29.35338932,81.22515548,32.90444831,175.6258863,1,3.240089095,6.279242676,5.760002,48.21765376,35.83204778,47.41289981,45.965,43.09,0.01,47.2579998,45.64092825,37.66045851,42.14569896,29.59925601,34.17789989,35.97599276,7.141025436,78.57142857,0.729165719,100,166.6666667,221.7854666,143.6345249,62.45031096,25.31470774,21.3447731,9.68225532,4.649997,4.68,7.419998,35.81446792,16.24588937,18.11417405,16.79492531,0.167949253,1.167949253,116.7949253,84.15377269,81.11853968,81.22515548,1.906451281,68.30421717,-6.537297596,520091411.3,0.099325622,1640629.404,1733.19303,5.456808662,902913.047,47.65,43.13503461,4847647.152,214949.15,0.146124056
888,2013/3/19,51.599998,62,50,59.139999,59.139999,6187650,49.45428514,42.99666676,56.14442542,41.90938506,47.82844065,5.919055583,58.139999,6.647353769,56.2913743,29.70195922,86.71324959,32.61585378,176.8116128,1,3.865797017,6.53668766,12,50.12309292,36.89240992,50.36920053,50.0799995,47.6499995,0.01,48.4869999,46.63211817,38.65087518,43.51427954,30.75881308,34.59444782,37.94210653,7.438974109,85.71428571,0.628333417,100,150.353985,258.5383471,280.3377746,73.42649919,45.83305497,16.61210873,8.990665654,12.139999,11.970001,12.290001,44.72459292,24.2054677,18.34397098,26.23266067,0.262326607,1.262326607,126.2326607,92.48652081,87.79593277,86.71324959,1.929378598,71.2607227,-9.965159932,630724760,0.115855788,3904974.877,3092.336943,5.903485884,8356380.371,57.76,47.47263586,4847647.152,287529.28,0.090463292
889,2013/3/20,59.139999,66,57.700001,64.489998,64.489998,5776620,51.96428514,44.59619048,61.70814047,43.58202306,50.39175716,6.809734104,63.489998,7.688055108,59.97230069,29.22008026,89.13916384,32.37547441,177.6464546,1,4.18252573,6.485541727,8.299999,52.49618537,38.11294649,54.17777399,53.244999,49.6499995,0.01,50.3359997,48.13281566,39.70304182,45.15849446,32.27994604,35.26122255,38.35684805,7.814550942,92.85714286,0.64457827,95.56386796,117.2191764,202.2969975,260.2462863,78.27832767,52.05467445,14.25740567,8.34847525,17.089996,17.539997,18.489998,45.21619477,26.47650572,18.66401419,40.19564783,0.401956478,1.401956478,140.1956478,94.87622721,90.45671363,89.13916384,1.961796777,74.06036402,-4.617742978,692714184.2,0.103490855,1907336.63,2165.255379,7.01275596,5289891.839,63.40967,45.06285739,4847647.152,298596.136,0.098619944
890,2013/3/21,64.489998,74.900002,63.099998,70.849998,70.849998,6514880,55.34714229,46.38047605,67.80271216,45.60187305,53.53917883,7.937305775,69.849998,9.186689509,64.75385507,28.00709703,91.19686433,31.88114725,175.9503275,1,4.726631321,6.671321742,11.800004,55.41704489,39.42295448,58.86160148,57.514999,55.775002,0.01,52.5809993,50.23678576,40.82375011,47.13230078,34.43154872,36.36562338,39.11152623,8.235704827,100,0.538982868,100,116.2196919,174.2745198,229.4024768,82.39372865,62.40238358,11.71501143,7.75215559,19.25,23.849998,22.449996,50.60282966,33.48532874,18.95511269,46.38428734,0.463842873,1.463842873,146.3842873,96.5206539,92.59051292,91.19686433,2.006436841,72.6499336,-10.58824575,806634000,0.112556753,1692764.318,3453.431811,7.704862556,7188542.118,73.8,53.73805988,4847647.152,414829.8,-0.013831969
891,2013/3/22,70.849998,73.75,65,69.870003,69.870003,5171296,58.62142829,48.0647619,69.18090605,47.39951231,56.05161332,8.652101008,68.870003,10.00621374,68.07718939,28.05233442,88.41710859,31.17942537,174.4588045,1,5.014014798,7.176205213,8.75,57.91504205,40.93369899,61.72714127,57.5699995,55.775002,0.01,55.1389995,52.70118577,42.01225008,48.95378486,36.42946549,37.41480417,40.03433342,8.687179282,64.28571429,-0.111999429,49.16039797,78.63705865,121.965931,160.328815,76.83421718,62.40238358,10.25472811,7.19843019,10.730004,22.470001,25.580002,44.29515611,31.09351955,19.31078461,57.75570427,0.577557043,1.577557043,157.7557043,90.9014813,89.17676417,88.41710859,2.057057521,70.20858922,-13.15032418,781897187.5,0.125652767,1872881.849,4621.23095,6.764847245,4745058.656,71.5,54.22001557,4847647.152,406763.5,-0.079003932
892,2013/3/23,69.870003,70.5,52.349998,64.349998,64.349998,9429382,61.09999943,49.49809514,65.96030068,48.65510384,57.32828788,8.673184042,63.349998,9.994155989,69.48640712,29.50978317,74.6201559,30.25907436,174.2518763,1,5.952299598,9.249883112,18.150002,59.46159237,42.51797251,62.17484617,57.5699995,55.775002,0.01,56.8819995,55.06489879,43.23333337,50.33264495,35.24066066,36.66710629,39.44932676,8.710576462,64.28571429,-0.304132473,-100,-29.28565251,51.60196049,77.76055391,49.24031179,19.78619778,23.20142743,19.33425861,-0.14,12.75,17.43,34.64753819,28.87255386,18.81662262,37.14833918,0.371483392,1.371483392,137.1483392,64.47371594,72.45736386,74.6201559,2.103993924,68.95507756,-27.5817098,689275125,0.133904453,1496233.098,3906.794414,5.769732078,10134180.33,63,50.60534787,4847647.152,334656,0.111111146
893,2013/3/24,64.349998,72.5,62.700001,71.5,71.5,2896432,64.54285629,51.2599999,69.65343356,50.34731837,59.50855129,9.161232914,70.5,10.48355296,72.22710582,30.29289399,79.15703959,29.26736157,173.7655777,1,6.227135269,8.709280097,9.799999,61.72819245,44.2475078,63.9682086,57.8950005,55.775002,0.01,59.3149997,57.3946716,44.49700001,52.09838689,34.3818146,36.09476375,39.07257562,9.424230224,64.28571429,0.729592115,42.96187157,46.30160531,84.52160667,106.7708785,58.31407918,23.21681593,20.59332646,17.95324013,0.650002,12.360001,24.330002,33.04687278,28.81022859,19.69710255,51.57940011,0.515794001,1.515794001,151.5794001,75.84435414,78.31001269,79.15703959,2.153028297,71.69455331,-8.888894118,767335630,0.106312791,1082056.08,2706.853339,7.684639001,3429027.037,70.1,72.22873859,6695826.283,382956.3,0.029370601
894,2013/3/25,71.5,78,69.519997,73.599998,73.599998,5921197,67.68571343,53.04333305,72.28447652,52.06973909,61.67646617,9.60672708,72.599998,11.15014242,75.34361788,30.74304822,80.27246108,28.69661466,172.7147821,1,6.388054393,8.679421966,8.480003,64.01466244,45.917181,65.93628322,58.9449995,57.325001,0.01,61.9799994,59.71057015,45.80649998,53.91090289,34.20088944,35.90024004,37.53990362,10.00525594,92.85714286,0.247641186,90.49043313,126.2824682,102.6520337,117.6123822,60.54492215,31.84886231,18.64066988,16.67086584,3.729995,9.11,26.649997,36.06324414,32.25235512,20.21750811,56.76250571,0.567625057,1.567625057,156.7625057,78.38431378,79.71657344,80.27246108,2.203203491,68.99049216,-10.64087597,809051214.6,0.173441354,1428160.792,3499.614618,4.992881282,5786993.344,73.88798,45.26778087,6695826.283,254691.8671,0.066576116
895,2013/3/26,73.599998,79.720001,73.110001,78.5,78.5,4377374,70.45142786,54.860952,76.42815884,54.02753619,64.26470214,10.23716595,77.5,12.02581021,78.91257242,30.80933158,82.61086552,28.51331476,171.3284864,1,6.403907651,8.157844141,6.61,66.66738132,47.57444473,68.66688594,62.709999,61.7350005,0.01,65.1299994,62.11784447,47.17391661,55.94535452,34.21047157,35.81655063,36.20550023,10.88070487,100,0.741301362,89.21898197,111.2643282,111.7762332,118.9413894,65.22173104,34.33503923,17.26634352,15.48008971,14.150002,7.650002,31.5,35.32287092,31.66861647,21.24164313,67.0212766,0.670212766,1.670212766,167.0212766,83.45764205,82.63592108,82.61086552,2.256391273,69.44529097,-3.391718004,854380800,0.148378556,1381606.593,3429.528859,6.509492666,4670702.296,78,51.92480746,6695826.283,307554,0.132738828
896,2013/3/27,78.5,89.5,78.400002,88.919998,88.919998,6129700,73.94142786,57.14190429,84.75605161,56.61216299,68.05782458,11.44566159,87.919998,13.7024404,84.54678509,29.73702348,86.32347013,27.77758935,168.3883688,1,6.739342676,7.579107993,11.099998,70.33925105,49.65275849,73.5335666,67.9349995,67.7749995,0.01,69.281999,64.92075729,48.65016654,58.54752644,35.07580793,36.23522147,35.48173161,12.28512777,100,0.938738728,100,127.3222455,156.2268885,147.841445,72.64694025,46.32518065,15.23502652,14.37436901,17.419998,19.049995,41.519996,41.53284603,39.18657143,23.04187064,87.59492457,0.875949246,1.875949246,187.5949246,89.8131047,87.04244719,86.32347013,2.319012428,71.64973469,-1.334872236,974055075,0.183230264,3055075.436,5228.322418,5.485184544,6389386.81,88.9,41.93926757,6695826.283,285191.2,-0.030814193
897,2013/3/28,88.919998,95.699997,75,86.18,86.18,12261153,76.13142814,59.24571381,85.70535054,58.80237314,70.84585157,12.04347843,85.18,14.67325642,88.59222666,29.89920096,81.40191185,26.71219121,166.4184363,1,7.73653227,8.977178313,20.699997,73.28781055,51.99140372,76.15788703,67.9349995,70.9849985,0.01,72.7399992,67.90159459,50.23212481,60.84707483,36.30429566,36.88914246,35.0221413,13.55282008,100,-0.132367072,50.1763235,83.44553598,129.2373479,125.7767686,62.80382371,52.27463611,12.32337685,13.34762837,12.580002,21.830002,34.580002,39.31950585,42.58752762,24.50167738,67.01551035,0.670155103,1.670155103,167.0155103,79.74298015,81.03413233,81.40191185,2.38299554,68.57345025,-19.25955407,1025609049,0.159742089,1882944.373,4249.31119,7.397636614,5920328.803,93.56701,59.58038805,6695826.283,422922.8852,0.05012764
898,2013/3/29,86.18,93.059998,83.010002,90.5,90.5,7384104,79.07857057,61.4514281,88.90178351,61.1503455,73.86956671,12.71922121,89.5,15.81626958,93.08396725,29.81888894,83.04337571,25.55679413,165.5026141,1,7.90177968,8.731248265,10.049996,76.46128327,54.65503266,79.29950437,68.75,70.9849985,0.01,75.8759993,70.99931857,51.9287081,63.3068813,37.44503426,37.51036741,34.57464832,14.99064042,85.71428571,0.429850917,100,82.13167029,121.7253077,126.6428792,66.08675141,52.27463611,11.20382898,12.39422634,12,19,31.360001,35.7474274,39.54556136,26.08533574,53.02671885,0.530267189,1.530267189,153.0267189,83.40911337,83.08014878,83.04337571,2.448659416,69.91156402,-10.51992174,976502263.8,0.173610567,1552824.38,6794.081481,6.222268711,13835892.23,89.05,60.57894204,6695826.283,411945.3,0.018674055
899,2013/3/30,90.5,94.980003,87,92.190002,92.190002,3420002,83.055714,63.6104759,91.09392917,63.44957931,76.68809522,13.2385159,91.190002,16.67795071,96.96637732,30.25457449,83.65127962,24.83549852,166.185291,1,7.90736706,8.577250123,7.980003,79.5079489,57.49821817,82.10170812,69.795002,71.249998,0.01,78.6459997,74.11340213,53.74599973,65.7475481,38.63480469,38.17792809,34.28182067,16.21775614,85.71428571,0.21177962,92.2535317,107.2942015,111.0202309,123.7786878,67.30255925,54.10182032,10.39620428,11.50892446,3.270004,18.590004,27.700004,34.90495736,38.6408834,27.20046841,42.95240325,0.429524033,1.429524033,142.9524033,84.75803618,83.8380142,83.65127962,2.513650508,70.0559272,-7.177904179,998263065.3,0.164656317,1765378.993,4181.05733,6.385083012,4521524.954,90.99999,55.25332076,6695826.283,381744.9581,0.009111585
900,2013/3/31,92.190002,93.800003,91,93.029999,93.029999,1959050,86.13142814,65.84999967,92.38464239,65.64072151,79.20223426,13.56151275,92.029999,17.38252177,100.6150432,31.08495612,83.95910147,24.82104761,168.2916922,1,7.542555341,8.107659273,2.800003,82.33185489,60.05542852,84.47085338,72.3149985,71.409998,0.01,80.8639998,77.12559269,55.69854136,68.11593514,39.73959152,38.81211074,34.66942377,17.01499985,78.57142857,0.299998607,79.10919121,98.70885808,94.0161099,112.432837,67.91820294,54.10182032,10.12053603,10.68685843,6.849999,14.529999,22.180001,33.9794091,35.8808203,27.59935108,31.30557745,0.313055775,1.313055775,131.3055775,85.49095659,84.22815911,83.95910147,2.575355319,68.52337653,-5.496085035,1015081235,0.177461855,1559233.902,5022.028432,8.255002462,1725894.65,92.50001,52.25765879,6695826.283,368057.5398,0.117918963
901,2013/3/31,93.029999,106,92.239998,104,104,9060022,90.47428557,68.49761862,100.1282141,68.48214955,83.01727514,14.53512559,103,18.42341195,105.3444425,31.65079472,87.31751178,25.62949187,168.9765753,1,7.986658674,7.679479494,13.760002,86.21749237,62.19721197,89.1698139,81.5699995,78,0.01,84.2769995,80.32200284,57.83483298,71.06619322,41.48689279,39.84937661,36.12285293,17.88519232,100,0.797238329,100,153.4915174,123.6443433,136.1608648,74.63502355,64.2018092,8.875078699,9.923511398,13.5,15.080002,34.129997,40.70887234,45.51790157,27.91407561,48.84785392,0.488478539,1.488478539,148.8478539,91.87156235,88.31959358,87.31751178,2.640398629,72.19257874,-3.571428571,1015081235,0.177461855,1559233.902,5022.028432,8.255002462,1725894.65,92.50001,52.25765879,6695826.283,368057.5398,0.134423106
902,2013/4/1,104,118.360001,99,117.980003,117.980003,8747147,96.114286,72.00666633,112.0294067,72.14865721,88.39615635,16.24749914,116.980003,20.52910276,113.0648719,30.94846081,90.14827034,27.07108852,168.2692277,1,8.799040269,7.458077678,19.360001,91.43762923,64.18376757,96.72384605,91.1650005,85.3549995,0.01,89.64,84.1390384,60.19291628,74.76838697,43.60443758,41.15581525,37.94219181,18.89038493,100,0.722107556,100,133.3756757,170.4671138,163.8730144,80.29654067,71.13251994,7.480271285,9.214689155,25.790001,31.800003,53.630005,44.34462836,54.62662388,28.19687058,83.3411137,0.833411137,1.833411137,183.3411137,95.22008806,91.45748045,90.14827034,2.715725764,76.12746376,-0.575667297,1125488153,0.12038216,1340646.518,5436.786883,10.75135004,7892510.744,102.51001,72.56158992,6695826.283,564112.585,0.14426171
903,2013/4/2,117.980003,147,110,135,135,19533010,102.6971434,76.20095214,127.3431356,76.80431223,95.56597845,18.76166622,134,23.78931147,123.7795751,28.62232921,92.37860379,29.02689117,165.5790855,1,10.81339454,8.009921878,37,98.2416919,65.91547554,107.5026271,99.674999,99.674999,0.01,95.99,89.03410048,62.79583293,79.38911816,46.24240566,42.8717787,40.33697719,20.82480776,78.57142857,0.459999919,100,133.1883225,198.9134133,210.9394253,84.75720758,80.53599064,5.652049043,8.556497073,41.970001,44.5,63.5,52.42487581,79.36472118,29.54389219,88.81118881,0.888111888,1.888111888,188.8111888,97.0619784,93.73441543,92.37860379,2.808146883,72.91578004,-12.67828816,1194254983,0.166685644,2511772.575,6264.56148,7.995808057,8000595.471,108.73,58.24898273,6695826.283,481891.36,-0.02133337
904,2013/4/3,135,142.119995,116.389999,132.119995,132.119995,11624021,109.2599999,80.2461901,130.5277085,80.90177022,101.1896733,20.28790309,131.119995,25.56113792,131.3684659,29.12391426,88.71852794,31.1956244,163.2901338,1,11.87886607,8.990967694,25.729996,103.989506,67.40956446,113.701964,99.674999,99.674999,0.01,101.8419997,94.57526152,65.58474957,83.61146193,48.69194744,44.50194398,42.56070647,23.19269224,78.57142857,-0.111931809,48.16434404,82.22934749,135.648713,162.6661537,77.43705588,80.53599064,4.777583666,7.945318711,28.119995,39.929993,58.519997,44.3138813,73.69581252,31.44034,79.51086765,0.795108676,1.795108676,179.5108676,89.74708499,89.26121169,88.71852794,2.90600364,72.89103968,-15.7210826,1525041869,0.174664717,2426363.037,10092.15192,9.630030995,17880111.12,138.79,59.24753672,6695826.283,627608.38,0.077202637
905,2013/4/4,132.119995,144.940002,130.240005,142.320007,142.320007,9549088,116.662858,84.78761895,138.3892408,85.45126924,107.517417,22.06614771,141.320007,27.52055573,139.8287304,29.7465075,90.19953609,33.59915421,161.3506229,1,12.08037542,8.488177927,14.699997,110.4103541,68.35051885,121.2439132,103.3350025,99.674999,0.01,108.2240004,100.6395859,68.57079127,88.29447316,51.01638379,46.08684232,43.12852222,25.38974383,78.57142857,0.693878509,100,85.39480944,125.2464524,151.1398485,80.39907219,81.23405629,4.362326553,7.377795945,24.340004,49.290008,63.820007,42.12962312,71.25183291,32.77283285,81.29937197,0.81299372,1.81299372,181.299372,92.31207401,90.95905749,90.19953609,3.010325242,73.88826228,-4.944524988,1450949398,0.209831798,2285305.003,10510.40247,7.79782007,16606910.66,131.99899,53.25621278,6695826.283,538423.8802,0.002178176
906,2013/4/5,142.320007,143.899994,139.539993,142.630005,142.630005,2599937,123.8685727,89.34142871,141.2164169,89.68673115,112.9193536,23.23262243,141.630005,28.58492178,146.5112723,32.17158516,90.24146554,34.37144551,160.7456896,1,11.5289201,8.083095913,4.360001,116.2009594,70.0728805,126.8633008,107.0650025,104.8500005,0.01,113.5950011,106.8418901,71.73570799,92.77963478,53.17478897,47.59249575,43.77830179,27.51801353,78.57142857,0.071100442,70.63065515,95.44726548,105.2176556,128.9935402,80.48293109,81.23405629,4.244487811,6.850810521,7.630005,38.630005,53.710007,40.9915832,66.16241628,33.93257536,60.40261832,0.604026183,1.604026183,160.4026183,92.38445217,91.0070706,90.24146554,3.113889197,74.3060533,-5.183861271,1581185255,0.182260162,2277775.258,7572.555749,9.3672761,9283812.07,143.8,54.92547287,7672999.92,525157.6,0.137909257
907,2013/4/6,142.630005,164.899994,142.630005,162.300003,162.300003,9402722,133.7642876,94.81285733,155.272141,95.06549202,120.5163766,25.45088454,161.300003,31.07408728,156.9610319,32.66468277,92.44899852,34.10611988,160.5509655,1,12.29613931,7.57617935,22.269989,123.8346898,72.67027807,136.8266532,117.9500005,117.2099955,0.01,121.2070014,113.5310766,75.19262472,98.31741992,55.49602179,49.25617148,44.84845562,29.96250088,100,0.883251357,100,146.7668813,119.4098931,138.6887391,84.89799703,85.67204852,3.695391555,6.361466912,30.180008,44.32,76.120003,47.88757983,82.4365294,34.98861545,88.32676143,0.883267614,1.883267614,188.3267614,95.64006943,93.45688673,92.44899852,3.225057463,76.01470561,-2.725929002,1567463463,0.156958654,1383020.598,6002.26976,10.5677453,4643979.476,142.49765,64.07971834,7672999.92,604475.0313,0.155268001
908,2013/4/7,162.300003,194.899994,162.600006,187.5,187.5,20732894,145.692859,101.284286,176.7573803,101.9124926,130.8215494,28.90905678,186.5,35.75224538,172.7887768,29.77979525,94.24513267,33.19725312,160.6912953,1,13.74641443,7.33142103,32.599991,133.822024,76.64518551,152.0319984,133,134.0049975,0.01,130.9070014,121.3698807,79.04883312,105.2269898,57.92447416,51.0544949,46.06747286,32.7705779,100,0.780185955,100,137.7012821,157.5294385,164.2396664,88.49026535,89.49435491,3.069411533,5.907076418,45.179993,52.5,97,55.36415457,106.5482059,35.99504132,107.1823204,1.071823204,2.071823204,207.1823204,97.41189332,95.28519586,94.24513267,3.352760555,76.01158292,-6.076027938,1761733096,0.189704866,1094580.441,8117.329031,11.15961867,8255439.5,160.0997,61.79115697,7672999.92,656408.77,0.226666667
909,2013/4/8,187.5,240.110001,186.5,230,230,22723191,161.6957157,109.4204765,212.2524601,111.4004561,146.0797726,34.67931644,229,44.38642822,198.193333,20.64762007,95.98130377,31.9054663,160.1807395,1,16.59381347,7.21470151,53.610001,148.092638,82.175073,177.8398363,158.09,157.5550005,0.01,144.6880012,131.5403675,83.45399985,114.576022,60.40619228,52.95895951,47.74100011,37.72365474,100,0.79276253,100,130.8821485,190.2423085,197.0718278,91.96260753,92.66852786,2.361096113,5.485142389,87.369995,97.880005,137.809998,62.04878143,144.1476267,38.46454087,149.4847543,1.494847543,2.494847543,249.4847543,98.60608749,96.9055124,95.98130377,3.513530073,75.93475699,-6.123191169,2025508800,0.177913327,1371481.27,8951.923041,12.38745864,18309092.08,184,64.46114524,7672999.92,786232,-0.282608696
910,2013/4/9,230,266,105,165,165,35118119,165.98143,114.2066671,180.75082,115.3707927,148.9905768,33.61978408,164,44.82017591,203.8470189,24.56631527,64.12018206,32.0062998,160.5005325,1,26.90854108,16.30820672,161,152.8056617,87.23743292,176.5599939,158.09,170.5,0.01,151.8850013,141.004176,88.10458326,119.335807,57.62272027,51.60104867,46.96350797,39.3916035,92.85714286,-0.403726708,-55.81345271,9.838904371,70.71454436,96.82097058,28.24036411,21.43758418,22.98615528,86.5933465,2.699997,22.679993,71.970001,35.5307705,133.8513677,38.38805117,77.36214315,0.773621432,1.773621432,177.3621432,52.39099309,61.17744825,64.12018206,3.646880623,59.17182131,-52.87958115,2620841076,0.164770058,1918801.683,10284.65351,16.43835273,25430811.28,237.99,64.07971834,7672999.92,1009791.57,-0.243030291
911,2013/4/10,165,188.699997,110.199997,124.900002,124.900002,18867223,164.9500024,116.7804768,143.5169413,116.0766601,145.2843345,29.20767445,123.900002,43.48424763,203.7489721,29.81198154,52.53421386,31.37230218,164.3243513,1,30.59364529,24.49451145,78.5,151.9736435,91.88633803,174.0965637,160.25,174.505001,0.01,153.9750015,147.2085675,92.77966669,121.2577426,55.0380677,50.31103337,46.24155098,39.12128291,92.85714286,-0.510828,-97.62039589,-107.4784229,-31.93385633,11.84490882,5.068427716,21.43758418,18.77329816,80.40810747,-62.599998,-17.730003,20.900002,29.01876109,124.2905557,37.04302653,20.09615577,0.200961558,1.200961558,120.0961558,38.48239829,48.83546812,52.53421386,3.727230026,51.61849505,-77.10803844,2181366000,0.173842337,2294955.683,13845.04176,13.43304272,19372605.45,198,70.18254866,7672999.92,924462,-0.063250615
912,2013/4/11,124.900002,140,54.25,117,117,47619189,161.3328586,119.0247624,125.8389804,116.1450556,140.9328984,24.78784282,116,41.54403139,202.1128252,35.93669959,50.59462578,30.40917946,170.2365905,1,34.53338491,29.5157136,85.75,150.1463572,96.13995927,171.9014711,161.095001,160.125,0.01,153.8770012,149.719824,97.39720847,122.4966458,51.54813373,47.80849042,45.09146921,38.44185999,-14.28571429,-0.092128303,-100,-120.2571495,-127.748065,-78.38558469,1.189251551,6.178992199,27.01623134,130.6146682,-113,-45.300003,-0.980003,23.87186014,115.4126589,35.49987596,-0.830651784,-0.008306518,0.991693482,99.16934822,36.12094892,46.7700788,50.59462578,3.758674641,54.70993254,-70.36599764,1360014541,0.200240065,2929384.84,7679.265195,7.58353457,29346237.84,123.40098,62.55401076,7672999.92,513594.8788,-0.205128205
